Mod Name,Project ID,File ID,Version,Author(s),Summary,File Size (Bytes),Game Versions
Ender's Delight,827163,4760462,Ender's Delight 1.20.1-1.0.3,"Furti_Two, Ax3dGaming_",??A Farmer's Delight which add ender themed food,118584,"Client, 1.20.1, Forge, Server"
Underground Villages,606989,4954861,UndergroundVillages-forge-1.20.1-2.1.0.jar,"Mrbysco, ShyNieke",Adds underground villages to your world,282271,"1.20.1, Forge"
Placeable Blaze Rods,390121,6185402,[Fabric/Forge/Neo] 1.20.1-3.9 | Placeable Blaze Rods,Serilum,"?? Makes blaze rods placeable as a custom block in the world, like end rods.",38218,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Crafting Automat,293856,4673529,CraftingAutomat-MC1.20.1-1.2.4.jar,Fereydun,A simple automatic crafting table (autocrafter) operated by redstone.,88222,"1.20.1, Forge"
Dazzle 2 Remastered,953723,4991173,dazzle-2-1.0.0-1.20.1-forge,"mysticpasta1, Waterpicker",lots of lamps and lights,579826,"Client, 1.20.1, Forge, Server"
Mutant Monsters [Forge & Fabric],852665,5107399,[FORGE] [1.20.1] MutantMonsters-v8.0.7,Fuzs,The mutants are back! Face scary creatures and powerful beasts like never before.,1334303,"1.20.1, Forge"
[SBM] Cardboard Boxes,248343,5313547,cardboardboxes-1.20.1-0.1.2.jar,"BuiltBroken, QueenOfMissiles, bl4ckscor3","Too lazy to move the slow way, then box it",66195,"Client, NeoForge, 1.20.1, Forge, Server"
Cobweb,968456,6089406,[Forge - 1.20.1] Cobweb v1.0.1,"CrystalSpider, sZeta99, MoonstoneWebber",Crystal Nest API,87042,"Client, 1.20.1, Forge, Server"
The Splash Milk,564244,4584206,[Forge/NeoForge] Splash Milk 2.1.0 for 1.20.1,"DragonsPlus, MarbleGate",Milk splash potion should exists.,80905,"NeoForge, 1.20.1, Forge"
More Peripherals,570908,5268197,[1.20.1] More Peripherals 1.13.0,hakimen,Adds new and interresting peripherals for CC:Tweaked,344987,"1.20.1, Forge"
Packet Fixer,689467,6195870,Packet Fixer 2.0.0,TonimatasDEV,A simple mod to solve various problems with packets and NBTs.,24682,"1.19.3, 1.19.4, Client, 1.19.2, NeoForge, 1.20.1, Forge, 1.20, 1.19.1, Server, 1.19"
AllTheCompressed,514045,4938351,allthecompressed-1.20.1-3.0.2.jar,Pdiddy973,adds several compressed versions of blocks,3348549,"NeoForge, 1.20.1, Forge"
Bad Beacon,335240,4577105,badbeacon-1.20-1.12.jar,Squiggly_Androsa,When Beacons go bad,47484,"1.20.1, Forge, 1.20"
Voidscape,251730,5179872,Voidscape-1.20.1-1.5.389.jar,Tamaized,Delve into the depths of the Void,1844868,"NeoForge, 1.20.1, Forge"
Enchantment Descriptions,250419,5855251,EnchantmentDescriptions-Forge-1.20.1-17.1.19.jar,DarkhaxDev,Adds in-game descriptions for enchantments to tooltips.,69476,"Client, NeoForge, 1.20.1, Forge, Server"
TerraBlender (Fabric),565956,5378181,TerraBlender Fabric 1.20.1-3.0.1.7,TheAdubbz,A library mod for adding biomes in a simple and compatible manner!,322358,"Fabric, 1.20.1, Quilt"
Supplementaries,412082,6163908,supplementaries-1.20-3.1.13.jar,MehVahdJukaar,"Vanilla+ additions: Jars, signposts, faucets, weather vanes spring launchers, sconces, planters, lights, decoration and automation",18068455,"NeoForge, 1.20.1, Forge"
MVS - Moog's Voyager Structures,656977,5671867,MVS 4.1.4 1.20 [NEOFORGE],"finndog_123, havococcultist, olver____, TFA120","160+ structures made with vanilla blocks and entities bringing life to your world! Discover loot, enemies, & villagers along the way!",1325988,"1.20.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
Homing Ender Eye,544990,4583933,[Forge/NeoForge] Homing Ender Eye 2.1.0 for 1.20.1,"DragonsPlus, MarbleGate",All broken ender eyes will spawn on portal frame,29782,"NeoForge, 1.20.1, Forge"
Nature's Compass,252848,4712189,NaturesCompass-1.20.1-1.11.2-forge.jar,Chaosyr,Nature's Compass is an item that allows you to locate biomes anywhere in the world.,215119,"1.20.1, Forge"
Ender Crop,242269,4703067,endercrop-1.20.1-1.7.0.jar,DrManganese,A crop that grows ender pearls,74645,"NeoForge, 1.20.1, Forge"
Synchronous Switches,665793,4931378,syncswitch-1.20.1-1.0.3.jar,Riewest,Simple wireless redstone through switches that can be linked together. And more!,124157,"1.20.1, Forge"
Medieval Buildings [End Edition],976817,5270720,[Forge] Medieval Buildings [End Edition] - MC 1.20.X - 1.0.1,Lupin,New incredible medieval-style structures for the End!,169369,"1.20.2, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
RFTools Base,326041,6195123,RFToolsBase - 1.20-5.0.6,McJty,RFTools Base: base mod for all McJty tech mods,419413,"1.20.1, Forge"
Feur Colors - Variant of Vanilla colored blocks [Forge / Fabric],923657,6139669,feur_colors-1.20.1-forge.jar,Vayns,"Add variants of Wool, Terracotta and new color block",1251865,"Client, 1.20.1, Forge, Server"
Celestisynth: Wishes and Hells,872712,5776930,[Forge] 1.20.1-1.3.1,"aquextheseal, MemeMan",A Minecraft mod with celestial weapons and stunning visuals for enhanced gameplay.,2176120,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Formations Nether,918840,5550420,Formations Nether 1.0.5,SuperMartijn642,Formations Nether adds plenty of new structures to the nether!,942157,"1.20.2, 1.20.5, Fabric, Client, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.20.4, Server, Quilt"
Geophilic ? Vanilla Biome Overhauls,711216,6096722,v3.2,bebebea_loste,A subtle-ish overhaul of vanilla Overworld biomes! Reworked!,1948257,"1.20.2, 1.21, 1.20.5, Fabric, 1.21.4, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.20.4, 1.21.3, 1.21.1, Quilt, 1.21.2"
PotionLevelFix,1070801,5787723,potion_level_fix-1.3HOTFIX,Kaleb_Langley,"Potion Level Fix is a mod that enhances potion effect display, it fixs many problems.",36863,"1.20.1, Forge"
Spit it out,857141,4888754,SpitItOut-1.20.1-1.0.1.jar,Mrbysco,A client-side mod that logs exceptions that stop you from joining a server,7017,"Client, NeoForge, 1.20.1, Forge, 1.20"
The Ink Arena,1021581,5958277,theinkarena-1.3.1-forge-1.20.1.jar,TheMrCrow,"This mod adds a new arena structure to the game, fight waves of enemies with a boss at the end!",1916475,"Client, 1.20.1, Forge, Server"
GrowableOres Extension,1115617,6132667,GrowableOres_Extension-1.4.2-1.20.1-Forge.jar,skniro,A simple mod subsidiary of GrowableOres add a machine to help you process your ore cane.,329536,"1.20.1, Forge"
Dynamic Player and Weapon Progression / Difficulty,650016,5131058,dynamic_progression_and_difficulty-forge-1.20.1-5.2.0.jar,Kaworru,Dynamically balanced the progression and difficulty for new and experienced player on the same server.,141149,"NeoForge, 1.20.1, Forge"
Decorative Storage,826577,6185796,Decorative Storage - 3.1202 - 1.20.1 - Forge,Yablon,"Adds a lot of barrels, trays and baskets where you can storage your resources!",365019,"1.20.1, Forge"
Polymorphic Energistics,941096,5282394,0.1.1 (Forge 1.20.1),ninety,Polymorph support for Applied Energistics 2.,15469,"1.20.1, Forge"
Shrink.,426386,4863339,Shrink-1.20.1-1.4.5.jar,Gigabit101,Shrink is a small mod for Minecraft that allows players to change their player's size.,88318,"1.20.1, Forge"
Clearlagg (Server Forge),1156695,5979237,killmob 1.21.1.jar,lovelyboon,The KillMobs mod enhances your Minecraft experience by automatically cleaning up unwanted mobs and item entities in your world.,6059,"1.20.1, Forge, Server"
Distracting Trims,862201,5368402,DistractingTrims-Forge-1.20.1-2.0.4.jar,DarkhaxDev,"Armor with a golden trim will distract piglins from attacking you, just like vanilla golden armor.",8958,"Client, NeoForge, 1.20.1, Forge, Server"
Neko's Enchanted Books,441114,6180647,NEBs Release 2.0.3 for 1.19.3 - 1.20.4,"Nekomaster1000, InfernalStudios",Gives each and every Enchanted Book a unique texture!,418925,"1.19.3, 1.20.2, 1.19.4, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
Godling Origin,510237,5856247,Godling 1.0.3,Ellipog,This is a addon for the Origins mod. ,6830,"Fabric, Client, NeoForge, 1.20.1, Forge, Server, Quilt"
PBOSB - Projectiles Bounce Off Slime Blocks,643099,4598690,pbosb-1.20.1-1.2.jar,CAS_ual_TY,"Makes all projectiles (eg. Arrows, Tridents, ...) bounce off slime blocks.",13072,"Client, 1.20.1, Forge, Server"
Absent by Design,305840,5660328,absentbydesign-1.20.1-1.9.0.jar,Lothrazar,"Adds new Fences, Walls, Stairs and Slabs based on existing blocks;  No textures added  [FORGE]",1683187,"NeoForge, 1.20.1, Forge"
Slot Cycler [Forge & Fabric],682569,4621870,[FORGE] [1.20.1] SlotCycler-v8.0.1,Fuzs,Nine hotbar slots aren't enough for you? Now you can cycle your whole inventory!,319411,"1.20.1, Forge"
Icterine,974774,5108244,Icterine 1.3.0 Forge 1.20 - 1.20.1,mephodio,"Advancements optimization (specifically, InventoryChangeTrigger)",38848,"Client, NeoForge, 1.20.1, Forge, 1.20, 1.20-Snapshot, Server"
Dramatic Doors,380617,6115857,DramaticDoors-QuiFabrge-1.20.1-3.2.9_1.jar,"FizzWare, Kitteh6660","3-block high doors, in every vanilla variety! End enderman discrimination!",13252365,"Fabric, Client, 1.20.1, Forge, Server, Quilt"
Simple Discord RPC,411816,5700073,[1.18.2 - 1.21.4] Simple RPC Universal 3.3.3,"HypherionSA, ExplodingCreeperGroup",A simple to use RPC plugin for Minecraft and Modpacks,214943,"1.20.2, 1.21, 1.19.4, Fabric, Client, 1.21.4, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.20, 1.20.4, 1.21.3, 1.21.1, Server, Quilt, 1.21.2"
Spice of Life: Carrot Edition,277616,4888575,solcarrot-1.20.1-1.15.1.jar,"lordcazsius, Mrbysco",A mod based around food that rewards the player instead of punishing them for discovering new foods!,104185,"1.20.2, Client, 1.20.1, Forge, Server"
Dungeons Enchantments,815292,5142004,dungeonsenchantments-1.1.1-1.20.1.jar,JeremySeq,Adds enchantments from minecraft dungeons,213641,"Client, 1.20.1, Forge, Server"
Galosphere: Spellbooks,1111928,5911862,Galosphere Spellbooks 1.1.0,Cyber_Rat,An addon for Galosphere and Iron's Spells and Spellbooks,33875,"1.20.1, Forge"
Distinguished Potions,682565,4817720,[FORGE] [1.20.1] DistinguishedPotions-v8.0.2,Fuzs,Trouble telling your potions apart? Time to give you a helping hand with that.,72551,"1.20.1, Forge"
More Villagers,484954,4857287,morevillagers-forge-1.20.1-5.0.0.jar,"SameDifferent, Zero_DSRS_VX","Adds new villager jobs, with unique trades, workstations, and advancements!",233335,"Client, NeoForge, 1.20.1, Forge, Server"
Extra Expansions,1119818,6131606,extra_expansions-1.4.2-forge-1.20.1.jar,KWat_Dev_777,"Adds a variety of features that improves Minecraft's PvP, exploration, crafting and quality of life.",10447643,"Client, 1.20.1, Forge, Server"
ColorBricks16 (Forge&Fabric),521085,5530786,ColorBricks16-forge-mc1.20.1-4.0.1.jar,"artanjp, yukiaucn, rikukiimomo",Add 16 different types of stained bricks.,7202319,"1.20.1, Forge"
Integrated Stronghold,815548,6095052,integrated_stronghold-1.1.2+1.20.1-forge.jar,CraisinLord,"Integrated Stronghold is a mod that replaces the old and bland vanilla stronghold structure with a heavily detailed dungeon built with modded blocks from Create, Quark, and Supplementaries.",5254827,"Client, NeoForge, 1.20.1, Forge, Server"
Polymorph (Fabric/Forge/Quilt),388800,5995253,polymorph-forge-0.49.8+1.20.1.jar,TheIllusiveC4,No more recipe conflicts! Adds an option to choose the crafting result if more than one is available.,299140,"1.20.1, Forge, 1.20"
Library Ferret - Forge,532727,4601234,Library ferret 4.0.0 - Forge 1.20.1,"jtl_elisa, jtl_tom",Shared lib for the mods of jtorleon-studios-team,190536,"1.20.1, Forge"
Crafting Station: JEI Edition,956084,5707266,craftingstation-1.20.1-1.2.3.jar,Fureniku,Crafting Station - now with JEI + Polymorph support,87408,"Client, 1.20.1, Forge, Server"
Vegan Delight,928290,5956620,Vegan Delight 1.4.0 Forge 1.20.1,"ChriSimo, Player_005","Farmers Delight addon that adds soybeans, tofu and other items to make any food from vegan ingredients",162855,"1.20.2, 1.20.5, 1.20.3, 1.20.1, Forge, 1.20.6, 1.20.4"
Dragon Mounts: Legacy,375088,5335579,DML 1.2.3-BETA for Minecraft 1.20.1,Kay9Unit,Finally Hatching That Dragon Egg! New Reptile Companions!,575353,"1.20.1, Forge"
Colorful Hearts,854213,5724977,[Forge] 1.20.1-v4.3.16,Terrails,A client side mod that replaces multiple vanilla heart rows with a single row using colored hearts,122868,"Client, NeoForge, 1.20.1, Forge, 1.20"
Unlit Campfire,417553,5943895,forge-1.20.1-1.9.1.2,thecech12,"Placed campfires are unlit. (Forge, NeoForge, Fabric, Quilt)",39274,"NeoForge, 1.20.1, Forge"
Phantom Tweaks,996920,5230525,PhantomTweaks-forge-1.20.1-0.jar,tfarecnim,Changes phantom spawning and behavior,23054,"1.20.1, Forge, Server"
Ice Prevents Crop Growth,390161,6185689,[Fabric/Forge/Neo] 1.20.1-3.5 | Ice Prevents Crop Growth,Serilum,"?? Crops growing with ice underneath will remain in the same stage, for design purposes.",25889,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Stoneworked,1089571,5988536,Stoneworked v1.1.jar,Herobrine011840,A mod that adds 150+ new blocks.,9882924,"1.20.1, Forge, Server"
Additional Lanterns,501590,5275380,Additional Lanterns 1.1.1a for Forge 1.20,SuperMartijn642,Additional Lanterns adds many new lanterns with different colors and materials!,3141945,"1.20.2, 1.20.1, Forge, 1.20"
Friendly Fire,255105,5368433,FriendlyFire-Forge-1.20.1-18.0.7.jar,DarkhaxDev,Modifies combat to prevent friendly fire to pets and other mobs. ,25700,"Client, NeoForge, 1.20.1, Forge, Server"
Dungeon Crawl,324973,6047153,mc1.20.1-2.3.15,xiroc_,Generates large underground dungeon structures in the overworld.,758123,"1.20.1, Forge, Server"
Armor Trim Item Fix,895603,6012450,Armor Trim Item Fix (Forge) 1.20.1-1.2.0,MincraftEinstein,Adds more trimmed item textures,3140426,"Client, 1.20.1, Forge"
UnChipped,1167936,6034308,UnChipped_1.20.1-1.0,schinkennuggetbruzzler,Craft Chipped?s blocks back to their origin using a stonecutter,89461,"Fabric, Client, 1.20.1, Forge, Server"
MythicBotany,400058,5101899,MythicBotany-1.20.1-4.0.3.jar,noeppi_noeppi,Dive deeper into the world of botania,2197372,"Client, 1.20.1, Forge, Server"
GT Community Additions,1101718,6085298,gtca-1.2.0.jar,"mordgren, sensesgone","GTCEu Modern Add-on New multiblocks, materials, etc",399633,"Client, 1.20.1, Forge, Server"
Legendary Tooltips [Neo/Forge],532127,4662781,LegendaryTooltips-1.20.1-forge-1.4.5.jar,Grend_G,Give your rare items a fancier tooltip!  Also adds additional tooltip configuration options.,55258,"Client, 1.20.1, Forge, 1.20"
Nether Depths Upgrade,670011,5340329,netherdepthsupgrade-3.1.5-1.20,scouter567,"Nether Depths Upgrade is a small mod that adds some extra flora and fauna to the lava seas of the nether. A total of nine fish have been added, a new enchant and potion in order to explore the lava in the nether.ˇ",595410,"1.20.1, Forge, 1.20"
Monomorphism,1027918,5385057,monomorphism-1.20.1-1.0.10.jar,GateGuardian,A library makes GTM addon development easy.,501356,"Client, 1.20.1, Forge, Server"
Hallucinatory Plants,980099,5177904,hallucinatory_plants-1.20.1_v1.6.1.jar,wheredidmywifigo,A simple hallucinatory mod,939955,"1.20.1, Forge, Server"
Jumpy Boats,542110,4573946,jumpboat-1.20.1-1.0.5.jar,LobsterJonn,Make your boat travels easier by making small jumps while in the boat,7284,"NeoForge, 1.20.1, Forge, 1.20"
Project Red - Transmission,478939,6107617,ProjectRed-1.20.1-4.20.1-beta+4-transmission.jar,"MrTJP, covers1624",Transmission module for the Project Red series,461408,"NeoForge, 1.20.1, Forge"
Shadered,1158056,6180307,shadered-1.0.10.jar,noodlegamer76,"A mod that adds decorational shader-based ""Sky Blocks""",10507542,"Client, NeoForge, 1.20.1, Forge, Server"
Heart Lantern - Reimagined,1028094,5385824,"HLR Forge v1.0, 1.20.1.jar",SmileLulz,?? Heart Lantern grants a specific effect to nearby players ??,108293,"Client, 1.20.1, Forge, Server"
Refined Storage Delight,1117012,6070681,refinedstoragedelight-1.0.3.1-1.20.1,Project_Count,Adds compatibility between Refined Storage and Farmer's Delight. Vanilla style.,42985,"Client, 1.20.1, Forge, Server"
Iceberg [Neo/Forge],520110,5838149,Iceberg-1.20.1-forge-1.1.25.jar,Grend_G,"A modding library that contains new events, helpers, and utilities to make modder's lives easier.",134551,"Client, NeoForge, 1.20.1, Forge, Server"
Apothic Mutant Heads,1030553,5397157,Apothic Mutant Heads - 1.20.1 - 0.1.0,"MadSciSlack, Othlon",Adds Apotheosis Enchanting stats to Mutant Monsters Skulls,5370,"Client, 1.20.1, Forge, Server"
MSS - Moog's Soaring Structures,1040210,6079893,MSS 1.2.7 1.20 [FORGE/NEOFORGE],finndog_123,"Lots of awesome vanilla style floating islands full of loot, mobs and dungeons for you to explore!",3141173,"1.20.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
Ingredients Delight,1099560,6081518,ingredientsdelight-1.0.3.1-1.20.1,Project_Count,"Expands ingredient variety and tags. Adds new meats, vegetables, and spices. Vanilla style.",25247,"Client, 1.20.1, Forge, Server"
Loot Integrations: Dungeons Plus,1146857,6170517,lootintegrations_dungeonsplus-1.1.jar,someaddon,"Adds better loot to "" Dungeons Plus"" structure's chests, including modded loot",5724,"1.21, Fabric, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.21.1, Server"
Super Factory Manager ( SFM ),306935,5664200,Super Factory Manager-1.20.1-4.19.0.jar,TeamDman,"A supercharged logistic mod for high precision, high throughput resource movement",729234,"Client, NeoForge, 1.20.1, Forge, Server"
Climb Ladders Fast [Fabric/Forge],459522,4620430,climbladdersfast-4.0-1.20.1-forge,spoorn,Climb ladders faster,106111,"Client, 1.20.1, Forge, 1.20, 1.20-Snapshot"
More Zombie Villagers,347338,5572244,[Fabric/Forge/Neo] 1.20.1-3.6 | More Zombie Villagers,Serilum,??????? Allows changing the default chance a zombie spawns as the villager variant.,18686,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Boatload,337396,5292325,Boatload 1.20.1 - 5.0.1,"TeamAbnormals, martianarchitecture, bageldotjpg",Provides alternative methods of sailing Minecraft's oceans!,372407,"NeoForge, 1.20.1, Forge"
SuperOreBlock,861181,5434001,[FORGE] SuperOreBlock - MC 1.20.1 - 6.0.0,"Lupin, gamegeek_saikel","With this mod you will be able to create super blocks of minerals, which will facilitate storage.",53903,"NeoForge, 1.20.1, Forge"
Sound Physics Remastered,535489,5991549,[FORGE][1.20.1] Sound Physics Remastered 1.20.1-1.4.8,henkelmax,"A Minecraft mod that provides realistic sound attenuation, reverberation, and absorption through blocks.",197076,"1.20.1, Forge"
Create,328085,5838779,Create 1.20.1 0.5.1j,simibubi,Aesthetic Technology that empowers the Player,15583566,"NeoForge, 1.20.1, Forge"
Healthy Water,921753,5980643, [Forge/Fabric] Healthy Water - MC 1.20.1 - 1.0.1,"Lupin, jason13official",Now you can drink water to recover half a thigh of food and half a heart!,164120,"Fabric, 1.20.1, Forge"
Builders Crafts & Additions,389697,4772826,buildersaddition-1.20.1-20230928a,MRHminer,"Panels, Pillars, Storage & Furniture!",2426861,"Client, NeoForge, 1.20.1, Forge, Server"
GrowableOres - Ore Cane(Forge),1034804,6160408,GrowableOres-3.0.6-1.20.1-Forge.jar,skniro,GrowableOres Mod is a modification that contains a good amount of content to help to farm ores.,1941655,"1.20.1, Forge"
FullStack Watchdog,849817,4488549,FullStack Watchdog v1.0.1 (1.17.1 to 1.20.1 - MC Forge),telepathicgrunt,Make Watchdog crashes show all the code that was running for all threads,14539,"1.17.1, 1.19.3, 1.18.1, 1.19.4, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.20, 1.19.1, 1.18, 1.19"
Create: Crying Obsidian,1165718,6023222,crushed_obsidian-1.0.0-forge-1.20.1.jar,tesgofn,This addon adds a recipe for crying obsidian,37665,"Client, 1.20.1, Forge, Server"
